,,Name,Username,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
1,,famiglia_tre_cognomi,,16156388,"2024-01-10 20:23:29",0,Meravigliosa,18048032263565776,https://www.instagram.com/famiglia_tre_cognomi/,https://www.instagram.com/p/C017H39tjKx/c/18048032263565776
2,,genoveffapinetti,,45617860776,"2024-01-11 15:23:22",0,"@gianluca_ibra tu un coglione ma lo mascheri benissimo!",18022905076778810,https://www.instagram.com/genoveffapinetti/,https://www.instagram.com/p/C017H39tjKx/c/18022905076778810
3,,gianluca_ibra,,2362583815,"2024-01-11 16:02:35",0,"@genoveffapinetti detta da una che si chiama Genoveffa di nome e di fatto lo posso accettare ma solo perché iil 6 gennaio era la tua festa cara befana 😂😂😂",18052665484541886,https://www.instagram.com/gianluca_ibra/,https://www.instagram.com/p/C017H39tjKx/c/18052665484541886
4,,genoveffapinetti,,45617860776,"2024-01-11 16:06:59",0,"@gianluca_ibra grazie ❤️",18100667125373215,https://www.instagram.com/genoveffapinetti/,https://www.instagram.com/p/C017H39tjKx/c/18100667125373215
5,,rozidasilvamkpart,,238655396,"2024-01-11 16:07:35",0,"Quanta cattiveria in questi commenti! 😓 Quanto può arrivare in basso l’essere umano 😞 Cosa non fa l’invidia e l’odio ?! 🙁",17910999863866326,https://www.instagram.com/rozidasilvamkpart/,https://www.instagram.com/p/C017H39tjKx/c/17910999863866326
6,,adelinaadelinaspirina,,2188720983,"2024-01-11 21:20:48",0,"Trova uno sponsor",17928580238813268,https://www.instagram.com/adelinaadelinaspirina/,https://www.instagram.com/p/C017H39tjKx/c/17928580238813268
7,,adelinaadelinaspirina,,2188720983,"2024-01-11 21:25:25",0,"@buy_low_fashion quanto ti ha pagato la Ferragni ..per ..fargli pubblicità..😍😂",18023944969934234,https://www.instagram.com/adelinaadelinaspirina/,https://www.instagram.com/p/C017H39tjKx/c/18023944969934234
8,,adelinaadelinaspirina,,2188720983,"2024-01-11 21:27:45",0,"Ti manca solo la foto di tua figlia che fa' la cacca 💩 pagata con un cache ..enorme . e' te per avere quei soldi .. pubblicità..pubblichi😮",18061877611450886,https://www.instagram.com/adelinaadelinaspirina/,https://www.instagram.com/p/C017H39tjKx/c/18061877611450886
9,,adelinaadelinaspirina,,2188720983,"2024-01-11 21:29:27",0,"Sfruttano noi poveri italiani .. detto tutto..basta nn sapere e' stare lontano da certi influenza 😘",18294081229151274,https://www.instagram.com/adelinaadelinaspirina/,https://www.instagram.com/p/C017H39tjKx/c/18294081229151274
10,,adelinaadelinaspirina,,2188720983,"2024-01-11 21:30:39",0,"Esprimere un opinione personale non è nulla di negativo",18027260023846213,https://www.instagram.com/adelinaadelinaspirina/,https://www.instagram.com/p/C017H39tjKx/c/18027260023846213
